attr_feature_industry,attr_feature_regcap,attr_feature_n1,attr_feature_n2,attr_feature_n3,attr_feature_n4,attr_feature_c1,attr_feature_c2,attr_feature_c3,attr_feature_c4,attr_feature_sum_c1j,attr_feature_sum_c2j,attr_feature_sum_c3j,attr_feature_sum_c4j,attr_feature_rho1,attr_feature_rho2,attr_feature_rho3,attr_feature_rho4,attr_feature_beta1,attr_feature_beta2,attr_feature_beta3,attr_feature_beta4,attr_feature_1degree_num,attr_feature_2degree_num,attr_feature_MMWY_num,attr_feature_JDWY_num,attr_feature_JYYC_num,attr_feature_peroson_invest_num,attr_feature_fr_invest_num,attr_feature_SUPERVISOR_num,attr_feature_EXECUTIVE_num,attr_feature_DIRECTOR_num,attr_feature_LEGAL_num,attr_feature_L_E_num,attr_feature_L_S_num,attr_feature_L_D_num,attr_feature_D_S_num,attr_feature_D_E_num,attr_feature_S_E_num,attr_feature_L_E_D_num,attr_feature_L_E_S_num,attr_feature_L_D_S_num,attr_feature_E_D_S_num,attr_feature_L_E_D_S_num,company_name,node_id
租赁和商务服务业,32000000.0,2,2,1,1,0,0,0,0,2,3,1,1,0.0,0.0,0.0,0,1,1.5,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,合肥方泰投资有限公司,0c9461c0489e40fda4f9c6d8afbcff57
租赁和商务服务业,50000000.0,2,1,2,2,0,0,0,0,2,1,2,2,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,山西康盛投资有限公司,b346c96254b244e48da7d538fc022b56
信息传输、软件和信息技术服务业,10000000.0,6,2,3,0,0,0,0,0,6,2,3,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,无锡市稳易金融信息服务有限公司,35b2749768254076be92899bffa341b6
金融业,50000000.0,5,10,25,105,1,0,1,0,5,10,32,140,0.1,0.0,0.003333333,0,1,1.0,1.28,1.333333333,5.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,江西点石金融服务有限公司,fe01dc67d2d4457a80515a21048da2de
租赁和商务服务业,100000000.0,2,3,0,0,1,0,0,0,2,3,0,0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,上海八通投资管理有限公司,0ca1ab26f11746ee9a182ad28b9a0862
租赁和商务服务业,1000000000.0,5,9,12,28,2,1,0,0,5,9,15,35,0.2,0.027777778,0.0,0,1,1.0,1.25,1.25,5.0,9.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海虹银股权投资基金管理有限公司,5949908587a643359804a267909f6f51
农、林、牧、渔业,30000000.0,5,13,16,82,0,1,1,0,5,14,20,97,0.0,0.012820513,0.008333333,0,1,1.076923077,1.25,1.182926829,5.0,13.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,成都诚果农业发展有限公司,c257dc4da7244abba44843840ca8c5f9
0.0,0.0,2,3,0,0,0,0,0,0,2,5,0,0,0.0,0.0,0.0,0,1,1.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,宁波一家人投资管理有限公司,0.0
租赁和商务服务业,10000000.0,2,12,30,57,0,1,3,0,2,13,34,68,0.0,0.015151515,0.006896551999999999,0,1,1.083333333,1.133333333,1.192982456,2.0,12.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海网惠金融信息服务有限公司,8355f2d633124313b7b62edcf3321765
信息传输、软件和信息技术服务业,50000000.0,3,12,95,1174,0,7,13,0,3,14,119,1683,0.0,0.106060606,0.0029115340000000003,0,1,1.166666667,1.252631579,1.433560477,3.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,湖北长投互联网科技服务有限公司,cbf75a3eae034263926eb4fa8cd76085
金融业,50000000.0,4,10,14,17,1,2,1,0,4,14,21,19,0.166666667,0.044444444000000013,0.010989011000000002,0,1,1.4,1.5,1.117647059,4.0,10.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市前海融金通互联网金融服务有限责任公司,7b8fbeb82773474b99cfb124f1e92020
制造业,800000.0,3,7,5,3,0,0,0,0,3,7,6,6,0.0,0.0,0.0,0,1,1.0,1.2,2.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,贵阳新利源实业有限公司,25b3c8064a7c455eb97c51171979f92a
租赁和商务服务业,10000000.0,9,27,196,423,3,6,19,0,9,32,363,645,0.083333333,0.017094017,0.000994244,0,1,1.185185185,1.852040816,1.524822695,9.0,27.0,0.0,26.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,云南惠通天下民间融资登记服务有限公司,43b3cdcdeb4e4bcb8a1032a701336941
金融业,100000000.0,4,16,51,115,1,11,9,0,4,16,61,153,0.166666667,0.091666667,0.007058824,0,1,1.0,1.196078431,1.330434783,4.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳五星财富互联网金融服务有限公司,07d4cef1f7a34f40a5b474be066a9558
信息传输、软件和信息技术服务业,500000.0,2,3,2,2,0,0,0,0,2,4,2,2,0.0,0.0,0.0,0,1,1.333333333,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海诺戎电子科技有限公司,c0a1da380337415a92692e4d7d78915d
租赁和商务服务业,50000000.0,2,10,24,41,0,0,0,0,2,11,34,76,0.0,0.0,0.0,0,1,1.1,1.416666667,1.853658537,2.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,中投鑫圣（北京）投资管理有限公司,12828fb054654d118c9e8fd309662d73
租赁和商务服务业,20000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳前海万穗互联网金融服务有限公司,4a16a5f0462d4adc906ae0bc728796f4
租赁和商务服务业,10000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,福建省龙岩市万城汇丰投资管理有限公司,e38631722dfc41a6b9065b64cbdd1267
信息传输、软件和信息技术服务业,50000000.0,3,2,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,杭州英海互联网科技有限公司,04e91153d20c4a878220872bb7f4cf51
租赁和商务服务业,2000000.0,3,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,青岛金天电子商务有限公司,3814073b37cf4e91b7aa299eb6b990f8
信息传输、软件和信息技术服务业,30000000.0,2,7,118,277,0,0,7,0,2,7,119,300,0.0,0.0,0.001014052,0,1,1.0,1.008474576,1.083032491,2.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,四川省国创科技开发有限公司,5337e150b034408099781b19c75c9f86
租赁和商务服务业,10000000.0,3,3,2,0,0,0,0,0,3,5,3,0,0.0,0.0,0.0,0,1,1.666666667,1.5,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京五越恒通投资担保有限公司,6afce9b5e49447fbba22f054997ba0c8
租赁和商务服务业,30010000.0,3,7,5,2,0,0,0,0,3,9,7,4,0.0,0.0,0.0,0,1,1.285714286,1.4,2.0,3.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,河南博明投资有限公司,707f1de9137b49d183bfc43262046c52
租赁和商务服务业,30000000.0,2,5,6,1,0,0,0,0,2,5,6,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,普汇大通投资咨询（北京）有限公司,69d65bdb5e564dbfac83d2080b8d1fb6
租赁和商务服务业,30000000.0,4,60,139,943,1,2,29,0,4,62,152,1294,0.166666667,0.001129944,0.003023668,0,1,1.033333333,1.09352518,1.372216331,4.0,60.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京同鑫汇投资基金管理有限公司,682bc5feb5d54118b0313b9e813b0b9b
信息传输、软件和信息技术服务业,10000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,铜陵市华强电子商务有限公司,c5627d51979f4b07b8a22b885ce17af2
租赁和商务服务业,5000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,莱芜舜诚投资咨询有限公司,c639a38a4bd24c1582dfc63ccf1d9bcb
信息传输、软件和信息技术服务业,30000000.0,4,6,3,3,1,2,1,0,4,8,3,3,0.166666667,0.133333333,0.333333333,0,1,1.333333333,1.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市哈富在线电子商务有限公司,da3302a7fdc94c6295d70b175d2cc865
信息传输、软件和信息技术服务业,10000000.0,2,1,1,0,0,0,0,0,2,2,2,0,0.0,0.0,0.0,0,1,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,广东卓鹏贷网络信息服务有限公司,a05069870f424c29926ea2a282119302
批发和零售业,5000000.0,2,4,3,1,0,0,0,0,2,4,3,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市泓思莱佳科技有限公司,3dedcc1f3b434a27a83bff4c2c43ac04
租赁和商务服务业,20000000.0,2,1,3,2,0,0,0,0,2,1,3,2,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,四川爱上理财电子商务有限公司,886ccef313df47e1903e26b093addb7f
信息传输、软件和信息技术服务业,50000000.0,12,51,153,410,2,7,18,0,12,53,176,497,0.03030303,0.005490196,0.001547988,0,1,1.039215686,1.150326797,1.212195122,12.0,51.0,0.0,0.0,0.0,10.0,1.0,2.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,晋商电子商务有限公司,5dd83c677b8145f0bb48c5eb5438f6b5
租赁和商务服务业,30000000.0,45,176,344,2209,28,21,36,0,45,185,373,2426,0.028282828,0.001363636,0.0006102109999999999,0,1,1.051136364,1.084302326,1.098234495,45.0,176.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京融典投资管理有限公司,d275958fe3704fa88b8f8f691cb06ecf
金融业,10000000.0,3,5,8,1,0,0,0,0,3,5,8,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳青鱼金融服务有限公司,02c52e3b5c17402092e85186a65b7e72
租赁和商务服务业,24000000.0,4,3,4,2,0,0,1,0,4,3,4,2,0.0,0.0,0.166666667,0,1,1.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,安徽赫轩投资管理有限公司,0836eff2a36d4b5f908a342fd4303dec
信息传输、软件和信息技术服务业,103000000.0,3,26,232,1116,0,19,9,0,3,34,469,2162,0.0,0.058461538,0.000335871,0,1,1.307692308,2.021551724,1.937275986,3.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市小牛在线互联网信息咨询有限公司,3f9ed9a6d93e4653973d7bc31fa3d89a
信息传输、软件和信息技术服务业,50000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳皮度皮互联网信息技术有限公司,4383e00bdc22499ba36e56a6ba9225b6
批发和零售业,5000000.0,2,2,4,2,0,0,0,0,2,2,4,2,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河南锦河进出口有限公司,ea3476c71598429aa5931507c32125b9
租赁和商务服务业,50000000.0,6,68,222,1081,0,29,55,0,6,88,410,2112,0.0,0.012730465,0.002242061,0,1,1.294117647,1.846846847,1.953746531,6.0,68.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,深圳金蝶金链信息服务有限公司,0d53c6dd15ed4247afa509540c2a989b
租赁和商务服务业,10000000.0,5,13,7,22,0,1,0,0,5,13,10,27,0.0,0.012820513,0.0,0,1,1.0,1.428571429,1.227272727,5.0,13.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河北九杉股权投资基金管理有限公司,b35046246c33491f96adc3f5113570ff
租赁和商务服务业,20000000.0,2,4,4,3,0,0,0,0,2,4,5,5,0.0,0.0,0.0,0,1,1.0,1.25,1.666666667,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,湖南中金在线互联网投资管理有限公司,b1091afc7b5d4e01b3b2307f43cc2158
信息传输、软件和信息技术服务业,20000000.0,5,13,47,120,0,3,14,0,5,14,60,204,0.0,0.038461538,0.012950971,0,1,1.076923077,1.276595745,1.7,5.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海佐昊网络科技有限公司,4c1cc8763bce43e0816d0892cde772c7
租赁和商务服务业,30000000.0,5,15,39,158,2,4,6,0,5,16,40,161,0.2,0.038095238,0.008097166,0,1,1.066666667,1.025641026,1.018987342,5.0,15.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,北京妙有股权投资基金管理有限公司,b9f167cd2c5f4f799ddb8c15f67faa4f
信息传输、软件和信息技术服务业,70000000.0,38,18,346,493,6,0,32,0,38,21,361,717,0.008534851,0.0,0.0005361480000000001,0,1,1.166666667,1.043352601,1.454361055,38.0,18.0,0.0,0.0,0.0,31.0,0.0,3.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,雪波集团股份有限公司,50b4db8191684bdeb790022153aec205
租赁和商务服务业,100000000.0,3,5,48,449,0,0,11,0,3,6,50,482,0.0,0.0,0.009751773,0,1,1.2,1.041666667,1.073496659,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,爱当宝信息咨询（北京）有限公司,9a36642f224541c49dd23d2267eb5987
信息传输、软件和信息技术服务业,182500000.0,16,144,1026,9011,5,46,382,0,16,151,1132,11273,0.041666667,0.004467754,0.000726477,0,1,1.048611111,1.10331384,1.251026523,16.0,144.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,重庆市隆金宝网络科技有限公司,fac9a65f90fb41a08873e015cb01dd72
租赁和商务服务业,10800000.0,2,2,3,6,0,0,0,0,2,2,3,6,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,浙江环鼎投资管理有限公司,73bc9b527c6e48c698c1335df8b19a01
租赁和商务服务业,100000000.0,5,12,11,8,0,0,1,0,5,12,12,12,0.0,0.0,0.018181818,0,1,1.0,1.090909091,1.5,5.0,12.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,壹壹金融信息服务（北京）有限公司,6740a73c4d3a4d7ca161187f65b42a48
租赁和商务服务业,50000000.0,11,81,103,464,4,8,11,0,11,85,119,560,0.072727273,0.002469136,0.002094042,0,1,1.049382716,1.155339806,1.206896552,11.0,81.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海秦沪投资集团有限公司,df75871f4c3e43be8daf965dcec16c84
租赁和商务服务业,10180000.0,6,12,52,153,0,0,3,0,6,12,54,179,0.0,0.0,0.002262443,0,1,1.0,1.038461538,1.169934641,6.0,12.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湖南融金国中投资有限公司,5f76885f321b4dc9a44528c007d5a06a
批发和零售业,100000000.0,4,98,822,5773,0,30,266,0,4,104,1009,7403,0.0,0.006311803,0.000788309,0,1,1.06122449,1.227493917,1.282348865,4.0,98.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,贵州国际商品交易中心有限公司,a2f2dcc174914aa996ab32b5efb464aa
金融业,100000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳互赢金融服务有限公司,6ac2f8b882fb427da59337bf0d91ce04
租赁和商务服务业,61250000.0,9,25,33,45,3,5,1,0,9,37,53,73,0.083333333,0.016666667,0.001893939,0,1,1.48,1.606060606,1.622222222,9.0,25.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京顺泰赣商投资有限公司,2c4e2b40112049dd9f38e683f7ae73f0
科学研究和技术服务业,51000000.0,2,6,5,2,0,0,0,0,2,6,5,3,0.0,0.0,0.0,0,1,1.0,1.0,1.5,2.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,北京鼎秀网络科技有限公司,cc2859983e6041f3a73484d0e5ce5d12
租赁和商务服务业,70000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,深圳市鸿泰源投资管理有限公司,80bbf48c65ad49f883ec091958975b68
信息传输、软件和信息技术服务业,10000000.0,2,1,1,1,0,0,0,0,2,1,1,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,宁波鑫禹信息科技有限公司,27837c39d7434298af0f4173ab3b55aa
租赁和商务服务业,10000000.0,5,5,6,11,1,0,0,0,5,7,10,12,0.1,0.0,0.0,0,1,1.4,1.666666667,1.090909091,5.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,重庆开杰投资有限公司,59c4333f084e49d68391d3c851771bbf
批发和零售业,20000000.0,4,11,21,42,0,0,3,0,4,11,22,53,0.0,0.0,0.014285714,0,1,1.0,1.047619048,1.261904762,4.0,11.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,广西银河商品交易中心有限公司,289ad95352e1473cab427533e0c74e5b
金融业,50000000.0,3,6,39,538,0,1,13,0,3,6,48,1157,0.0,0.066666667,0.01754386,0,1,1.0,1.230769231,2.150557621,3.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,深圳市房联宝宝金融信息服务有限公司,37bf168b33444a8c8d035001762676f7
租赁和商务服务业,100000.0,2,1,2,1,0,0,0,0,2,1,2,1,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,齐齐哈尔信义投资有限责任公司,30b96751d03842d78fbd3b0003cc7566
租赁和商务服务业,100000000.0,23,106,399,2256,5,70,147,0,23,124,519,3442,0.019762846,0.012578616,0.001851362,0,1,1.1698113209999998,1.30075188,1.52570922,23.0,106.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,北京合众创金投资有限公司,1ba2586ed970589efcbe2c90f7c3d536
信息传输、软件和信息技术服务业,20000000.0,3,3,6,17,0,0,1,0,3,3,7,19,0.0,0.0,0.066666667,0,1,1.0,1.166666667,1.117647059,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,贵州黔盛科技有限公司,3d3509b0052c415492f43ab7781da488
金融业,10000000.0,3,2,11,32,0,0,1,0,3,2,11,33,0.0,0.0,0.018181818,0,1,1.0,1.0,1.03125,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,汕头市润业金融服务有限公司,f1a2fd3fd940498d9db874cc65621bf8
租赁和商务服务业,5000000.0,2,7,9,8,0,0,1,0,2,7,10,8,0.0,0.0,0.027777778,0,1,1.0,1.111111111,1.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,舟山中山投资管理有限公司,33c5301d1e8b482db74a60e5d6bd262a
租赁和商务服务业,10000000.0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,滨州拓达投资有限公司,9df9cc40dcdf45c1b3b37cc6aa5127f2
租赁和商务服务业,100000000.0,3,12,18,16,0,0,7,0,3,12,20,20,0.0,0.0,0.045751634000000006,0,1,1.0,1.111111111,1.25,3.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,上海翼勋互联网金融信息服务有限公司,3938098b8048476d865944ec44897fcc
租赁和商务服务业,50000000.0,3,4,7,17,0,0,0,0,3,5,9,19,0.0,0.0,0.0,0,1,1.25,1.285714286,1.117647059,3.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山东省滨州市海泽商务咨询有限公司,4c06fa756b1a49b3bcf98f0ea963f170
